Year of YearDate	Local Health District	Locality	Bachelor's degree or higher (B23006)	Cost Burdened Households	Home Ownership Rate	Housing units with a mortgage- 30.0% + (DP04)	Housing units without a mortgage - 30.0% + (DP04)	LEP Pop2	LEP Population (S1601)	Less than high school graduate (B23006)	Occupied housing units (DP04)	Occupied rentals - 30.0% + (DP04)	Owner-occupied housing units (DP04)	PopEst Total Population	Population 18-64 (DP05)	Population 65+ (DP05)	Population Under 18 (DP05)	Total Population 25-64 (B23006)	Total Population 5+ (S1601)	Working Age	Working Age Population w/ a Bachelor Degree	Working Age Population w/o a HS Diploma	Voter Turnout	Voter Turnout2	WCRegion	WCRegion_ID	# Unemployed (LMI)	0-17 Poverty Count (SAIPE)	0-17 Poverty Universe (SAIPE)	ACS Year	AHEC_ID	Arrests per 1,000 Residents	Arrests per 1,000 Residents - % of Va. Total	Average earnings per job (dollars) (BEA)	BEA Combined with:	BEA_fips	BEAFIPS	Below poverty level; 18 to 64 years (S1701)	Below poverty level; 65+ (S1701)	Below poverty level; Population for whom poverty status is determined (S1701)	Below poverty level; Under 18 years (S1701)	CBSA Code	Children in Poverty	Civilian noninstitutionalized population (S2701)	COVF_ID	CSB_ID	Education Enrollment (Dept of Ed)	Education Expenditures (Dept of Ed)	Education Spending per Student	Education Spending per Student - % of Va. Total	ERSTypology_ID	FIPS	Fips (2017 Sdoh)	Geography Year Sum	HSARegion_ID	Income maintenance benefits (BEA)	Information	Instructions	Insured: 18-64 (SAHIE)	Insured: Under 65 (SAHIE)	Labor Force (LMI)	LHD Year Sum	LHD_ID	Locality (2017 SDOH)	Locality Year Sum 5yr%	Locality Year Sum Ann%	Locality Year Sum Ann$	Mean income (dollars) per person (S1902)	Measure Selector - 5yr%	Measure Selector - Ann%	Measure Selector - Ann$	Per Capita Income	Per Capita Income - % of Va. Total	Per Capita Income Maintenance Benefits	Per capita income maintenance benefits (BEA)	Per capita personal income (BEA)	Per Job Income	Personal income (thousands of dollars) (BEA)	PlanningDistrict_ID	PlanningDistrict_Label	Population (BEA)	Population 18-64 (S1701)	Population 18-64 (SAHIE)	Population 65 + (S1701)	Population below 200% FPL	Population for whom poverty status is determined (S1701)	Population in Poverty	Population Under 65 (SAHIE)	Poverty Count (SAIPE)	Poverty Universe (SAIPE)	RUCC_2013_Label	SAHIE Population under 18	SAHIE Uninsured Children	State	Total Employment; Number of Jobs (BEA)	Total Group A Offenses (Crime Report)	Total Housing Units (DP05)	Total Population (DP05)	Total population (S1902)	Total Population Estimate (CB)	Total Population; Under 18 years (S1701)	Total Voting Age Citizens (Voting)	Total; All Individuals below: - 200 %+ FPL (S1701)	Unemployment Rate	Uninsured Children	Uninsured population (S2701)	Uninsured Population2	Uninsured: 18-64 (SAHIE)	Uninsured: Under 65 (SAHIE)	Virginia Year Sum	Virginia Year Sum (Values)	Virginia Year Sum Ann%	WIA_ID	WIA_Label	Year	YearDate
2011	Three Rivers	Mathews	917	20%	83%	405	108	0%	34.596	529	3788	244	3146	9000	5088	2236	1676	4506	8649	57%	20%	12%	3496	48%	Hampton Roads	Hampton Roads	277	287	1583	2007	5	13	1	28858	NA	51115	51115					47260	18%		3	22	1200.69	11701605.91	$9,746	$1	5	51115	51115	4412436.1%	5	4959	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	4091	5543	4244	28.7%	32	Mathews County	20.0%	18%	$28,858	29479	20%	18%	$28,858	$46,073	61%	$554	554	46073	$28,858	412308	18	Middle Peninsula	8949		5019				10%	6610	888	8870	Metro - Counties in metro areas of 1 million population or more	1592	140	Virginia	2971	119	5657	9000	9000	8949		7290		7%	9%		16%	927	1067	33.9%	$56,544.45	16%	13	Area XIII	2011	1/1/2011 12:00:00 AM
2011	Hampton	Hampton City	17003	40%	61%	9278	1434	2%	2712.465	5804	52667	10607	32165	138148	89817	16505	31826	72268	129165	65%	24%	8%	19572	19%	Hampton Roads	Hampton Roads	5938	7163	30240	2007	2	28	2	55365	NA	51650	51650					47260	24%		3	16	20709.34	206937712.09	$9,992	$1	4	51650	51650	5112928.5%	5	125855	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	71024	99823	66445	40.5%	13	Hampton City	40.5%	24%	$55,365	24715	40%	24%	$55,365	$37,241	116%	$922	922	37241	$55,365	5084002	21	21	136517		85571				15%	115894	20153	132004	Metro - Counties in metro areas of 1 million population or more	30322	1523	Virginia	76207	3861	59479	138148	138148	136517		103645		9%	5%		14%	14547	16070	33.9%	$56,544.45	16%	14	Area XIV	2011	1/1/2011 12:00:00 AM
2011	Peninsula	Williamsburg City	2050	38%	44%	360	59	3%	441.276	239	4206	1195	1830	13741	10548	1818	1375	4432	13372	77%	46%	5%	2647	23%	Hampton Roads	Hampton Roads	607	350	1496	2007	2	24	1		James City County	51931	51931					47260	23%		3	8					5	51830	51830	5112928.5%	5		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	5633	7026	6745	35.6%	21	Williamsburg City	38.4%	23%		22383	38%	23%									21	21			6976				19%	8467	1962	10265	Metro - Counties in metro areas of 1 million population or more	1491	98	Virginia		340	5096	13741	13741	14326		11335		9%	7%		17%	1343	1441	33.9%	$56,544.45	16%	14	Area XIV	2011	1/1/2011 12:00:00 AM
2011	Peninsula	Newport News City	22651	40%	52%	9789	1508	4%	6866.311	8187	69977	16364	36279	181009	117536	18910	44563	93285	167471	65%	24%	9%	28169	22%	Hampton Roads	Hampton Roads	7392	9700	42817	2007	2	30	2	55759	NA	51700	51700					47260	23%		3	16	28235.03	298784032.25	$10,582	$1	3	51700	51700	5112928.5%	5	190057	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	89512	129945	90697	35.6%	21	Newport News City	39.5%	23%	$55,759	25196	40%	23%	$55,759	$37,146	117%	$1,054	1054	37146	$55,759	6695621	21	21	180251		111365				16%	154258	26712	172158	Metro - Counties in metro areas of 1 million population or more	42893	2460	Virginia	120057	5409	76235	181009	181009	180251		130390		8%	6%		16%	21853	24313	33.9%	$56,544.45	16%	14	Area XIV	2011	1/1/2011 12:00:00 AM
2011	Peninsula	York	15490	30%	77%	4492	440	3%	1663.74	1054	24259	2250	18735	65289	40559	7649	17081	35011	61620	62%	44%	3%	11057	24%	Hampton Roads	Hampton Roads	1962	1257	16696	2007	2	19	1	39877	Poquoson	51958	51958					47260	8%		3	8	12478.19	117687821.7	$9,431	$1	5	51199	51199	5112928.5%	5	24215	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	35344	51085	31907	35.6%	21	York County	29.6%	8%	$39,877	36755	30%	8%	$39,877	$49,744	84%	$311	311	49744	$39,877	3876176	21	21	77923		40200				5%	56720	3566	65454	Metro - Counties in metro areas of 1 million population or more	16521	780	Virginia	32764	1264	26490	65289	65289	65882		46550		6%	5%		10%	4855	5635	33.9%	$56,544.45	16%	14	Area XIV	2011	1/1/2011 12:00:00 AM
2011	Peninsula	James City	15219	31%	76%	4933	531	2%	1498.872	2114	26356	2814	20000	65818	38328	13236	14254	33706	62453	58%	45%	6%	18191	37%	Hampton Roads	Hampton Roads	1987	1595	14218	2007	2	14	1	40460	Williamsburg	51931	51931					47260	11%		3	8	10493.01	114543998.98	$10,916	$1	5	51095	51095	5112928.5%	5	33470	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	33037	46260	32605	35.6%	21	James City County	31.4%	11%	$40,460	39311	31%	11%	$40,460	$54,220	85%	$406	406	54220	$40,460	4474583	21	21	82526		38219				7%	52289	4991	67157	Metro - Counties in metro areas of 1 million population or more	14070	847	Virginia	53570	923	29434	65818	65818	68200		49330		6%	6%		12%	5183	6030	33.9%	$56,544.45	16%	14	Area XIV	2011	1/1/2011 12:00:00 AM
2011	Peninsula	Poquoson City	2681	27%	84%	736	171	2%	231.88	314	4525	336	3785	12097	7297	1818	2982	6465	11594	60%	41%	5%	2217	25%	Hampton Roads	Hampton Roads	364	186	2730	2007	2	11	1		York County	51958	51958					47260	7%		3	8	2316.68	20310957.26	$8,767	$1	5	51735	51735	5112928.5%	5		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	6358	8933	6369	35.6%	21	Poquoson City	27.5%	7%		37988	27%	7%									21	21			7205				5%	9910	626	11932	Metro - Counties in metro areas of 1 million population or more	2705	130	Virginia		131	4707	12097	12097	12041		8935		6%	5%		10%	847	977	33.9%	$56,544.45	16%	14	Area XIV	2011	1/1/2011 12:00:00 AM
2011	Three Rivers	Gloucester	4087	31%	84%	3102	339	1%	243.929	2119	13892	860	11680	36741	23185	5349	8207	20372	34847	63%	20%	10%	8572	30%	Hampton Roads	Hampton Roads	1227	1175	7773	2007	5	11	1	32802	NA	51073	51073					47260	15%		3	22	5864.06	53385704.38	$9,104	$1	0	51073	51073	4412436.1%	5	23070	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	19199	26491	19550	28.7%	32	Gloucester County	31.0%	15%	$32,802	28623	31%	15%	$32,802	$41,366	69%	$625	625	41366	$32,802	1526573	18	Middle Peninsula	36904		23351				10%	31168	3721	36439	Metro - Counties in metro areas of 1 million population or more	7816	524	Virginia	13938	417	15789	36741	36741	36904		28320		6%	7%		15%	4153	4677	33.9%	$56,544.45	16%	14	Area XIV	2011	1/1/2011 12:00:00 AM
2011	Chesapeake	Chesapeake City	36487	40%	74%	20044	1488	2%	4750.236	9690	78898	10366	58660	220837	140347	22723	57767	120230	206532	64%	30%	8%	15345	10%	Hampton Roads	Hampton Roads	7930	7653	56503	2007	2	19	1	43838	NA	51550	51550					47260	14%		3	6	38827.2	407290466.48	$10,490	$1	0	51550	51550	5112928.5%	5	136362	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	119137	172553	114650	40.4%	6	Chesapeake City	40.4%	14%	$43,838	29985	40%	14%	$43,838	$43,373	92%	$605	605	43373	$43,838	9778587	20	20	225455		140289				9%	196615	20551	220957	Metro - Counties in metro areas of 1 million population or more	56326	2910	Virginia	122141	4267	82763	220837	220837	225455		159145		7%	5%		12%	21152	24062	33.9%	$56,544.45	16%	16	Area XVI	2011	1/1/2011 12:00:00 AM
2011	Norfolk	Norfolk City	30762	45%	46%	12979	1708	3%	7427.541	15514	85076	24007	39469	241943	167240	22818	51885	120060	225077	69%	26%	13%	20614	11%	Hampton Roads	Hampton Roads	9405	13951	49830	2007	2	17	1	62945	NA	51710	51710					47260	28%		3	25	31097.7	326532396.01	$10,500	$1	4	51710	51710	5112928.5%	5	266437	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	109280	156472	112932	45.5%	20	Norfolk City	45.5%	28%	$62,945	24357	45%	28%	$62,945	$35,341	132%	$1,094	1094	35341	$62,945	8608415	20	20	243582		139872				20%	190051	42703	210012	Metro - Counties in metro areas of 1 million population or more	50179	2987	Virginia	210595	4110	95001	241943	241943	243582		181665		8%	6%		18%	30592	33579	33.9%	$56,544.45	16%	16	Area XVI	2011	1/1/2011 12:00:00 AM
2011	Portsmouth	Portsmouth City	10484	45%	61%	7532	1163	1%	1067.988	6955	36899	7747	22507	96066	60481	12515	23070	50015	88999	63%	21%	14%	12645	18%	Hampton Roads	Hampton Roads	4281	6231	22202	2007	2	27	2	60680	NA	51740	51740					47260	28%		3	30	14159.43	147963538.54	$10,450	$1	4	51740	51740	5112928.5%	5	123408	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	47058	68374	45777	44.6%	24	Portsmouth City	44.6%	28%	$60,680	23108	45%	28%	$60,680	$36,166	128%	$1,288	1288	36166	$60,680	3465088	20	20	95811		58579				18%	80922	16640	92213	Metro - Counties in metro areas of 1 million population or more	22343	1027	Virginia	58090	2581	40862	96066	96066	95811		71715		9%	5%		16%	11521	12548	33.9%	$56,544.45	16%	16	Area XVI	2011	1/1/2011 12:00:00 AM
2011	Virginia Beach	Virginia Beach City	79432	41%	66%	36922	3111	4%	14680.656	13394	164041	27137	108165	436979	285566	45533	105880	238258	407796	65%	33%	6%	48502	15%	Hampton Roads	Hampton Roads	14093	13019	103343	2007	2	20	1	46227	NA	51810	51810					47260	13%		3	38	69458.12	748188708.73	$10,772	$1	0	51810	51810	5112928.5%	5	227986	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	237478	334723	229211	40.9%	33	Virginia Beach City	40.9%	13%	$46,227	31589	41%	13%	$46,227	$46,693	97%	$515	515	46693	$46,227	20679741	20	20	442886		282604				9%	385897	38498	432956	Metro - Counties in metro areas of 1 million population or more	103293	6048	Virginia	242088	8844	177278	436979	436979	442886		317665		6%	6%		13%	45126	51174	33.9%	$56,544.45	16%	16	Area XVI	2011	1/1/2011 12:00:00 AM
2011	Western Tidewater	Isle of Wight	5458	29%	81%	2491	476	2%	497.895	1981	13528	1009	10988	35092	22110	4982	8000	19652	33193	63%	28%	10%	11640	44%	Hampton Roads	Hampton Roads	1311	1213	7755	2007	2	8	0	41101	NA	51093	51093					47260	16%		3	40	5358.59	52657498.14	$9,827	$1	3	51093	51093	5112928.5%	5	21631	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	18720	26005	18880	36.7%	35	Isle of Wight County	29.4%	16%	$41,101	30500	29%	16%	$41,101	$47,049	86%	$612	612	47049	$41,101	1661707	20	20	35319		22020				11%	29722	3914	35072	Metro - Counties in metro areas of 1 million population or more	7701	416	Virginia	13785	266	14558	35092	35092	35319		26680		7%	5%		13%	3301	3717	33.9%	$56,544.45	16%	16	Area XVI	2011	1/1/2011 12:00:00 AM
2011	Western Tidewater	Suffolk City	12316	39%	75%	7152	815	1%	852.797	5036	30305	3976	22769	83465	52017	9516	21932	45371	77527	62%	27%	11%	7067	12%	Hampton Roads	Hampton Roads	3123	3897	21513	2007	2	19	1	44481	NA	51800	51800					47260	18%		3	40	13939.85	136962537.45	$9,825	$1	0	51800	51800	5112928.5%	5	72113	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	44043	64448	41913	36.7%	35	Suffolk City	39.4%	18%	$44,481	28990	39%	18%	$44,481	$43,852	94%	$851	851	43852	$44,481	3717784	20	20	84780		52390				12%	73889	10214	83640	Metro - Counties in metro areas of 1 million population or more	21499	1094	Virginia	35218	1621	32806	83465	83465	84780		60775		7%	5%		13%	8347	9441	33.9%	$56,544.45	16%	16	Area XVI	2011	1/1/2011 12:00:00 AM
2011	Rappahannock Rapidan	Fauquier	11927	31%	79%	4623	558	3%	1711.78	2677	22888	1993	17983	65008	40358	8042	16608	35708	61135	62%	33%	7%	11381	24%	Northern	Northern	1990	1421	16074	2007	1	17	1	44805	NA	51061	51061					47900	9%		4	33	11113.8	125396236.16	$11,283	$1	0	51061	51061	4322069.4%	1	23493	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	34353	49349	36128	34.2%	27	Fauquier County	31.3%	9%	$44,805	40569	31%	9%	$44,805	$57,797	94%	$355	355	57797	$44,805	3823425	9	Rappahannock-Rapidan	66153		40513				6%	56538	4148	65543	Metro - Counties in metro areas of 1 million population or more	16023	1027	Virginia	33083	1092	25592	65008	65008	66153		46520		6%	6%		13%	6161	7188	33.9%	$56,544.45	16%	6	Area VI	2011	1/1/2011 12:00:00 AM
2011	Fairfax	Falls Church City	5100	33%	62%	709	110	6%	707.52	185	4807	746	2966	11840	7704	1243	2893	6759	11055	65%	75%	3%	2478	31%	Northern	Northern	319	93	3160	2007	4	16	1		Fairfax County & City	51919	51919					47900	3%		4	14	2078.92	34838780.05	$16,758	$2	0	51610	51610	7501526.6%	2		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	7375	10375	7517	33.2%	12	Falls Church City	32.6%	3%		57246	33%	3%									8	Northern Virginia			8110				3%	11217	372	12741	Metro - Counties in metro areas of 1 million population or more	3108	108	Virginia		202	5421	11840	11840	12731		7870		4%	3%		8%	735	843	33.9%	$56,544.45	16%	11	Area XI	2011	1/1/2011 12:00:00 AM
2011	Fairfax	Fairfax City	6693	37%	69%	1636	142	11%	2352	685	8470	1367	5880	22277	14823	2990	4464	12435	21000	67%	54%	6%	4366	28%	Northern	Northern	625	391	4529	2007	4	10	1		Fairfax County & Falls Church	51919	51919					47900	9%		4	14					0	51600	51600	7501526.6%	2		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	12390	16626	12712	33.2%	12	Fairfax City	37.1%	9%		44980	37%	9%									8	Northern Virginia			14621				7%	19143	1619	22068	Metro - Counties in metro areas of 1 million population or more	4522	286	Virginia		235	8677	22277	22277	22696		15545		5%	6%		13%	2231	2517	33.9%	$56,544.45	16%	11	Area XI	2011	1/1/2011 12:00:00 AM
2011	Fairfax	Fairfax	371322	33%	71%	74797	4704	15%	146881.712	46936	385570	48227	273783	1064735	703349	103060	258326	619769	992444	66%	60%	8%	216104	33%	Northern	Northern	29510	23575	262775	2007	4	11	1	78561	Falls Church & Fairfax City	51919	51919					47900	9%		4	14	171030.1	2224682433.23	$13,008	$1	0	51059	51059	7501526.6%	2	358149	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	603611	851842	620197	33.2%	12	Fairfax County	33.1%	9%	$78,561	50145	33%	9%	$78,561	$69,905	165%	$314	314	69905	$78,561	79750194	8	Northern Virginia	1140837		709319				7%	970961	73792	1090325	Metro - Counties in metro areas of 1 million population or more	261642	13411	Virginia	839679	12151	406394	1064735	1064735	1105410		664915		5%	5%		12%	105708	119119	33.9%	$56,544.45	16%	11	Area XI	2011	1/1/2011 12:00:00 AM
2011	Loudoun	Loudoun	103085	37%	79%	27140	867	11%	29791.26	9840	99761	9332	78987	303329	191560	19350	92419	173471	275845	63%	59%	6%	56725	31%	Northern	Northern	8473	4359	97582	2007	4	7	0	58735	NA	51107	51107					47900	4%		4	21	62450.44	746012008.6	$11,946	$1	0	51107	51107	7501526.6%	2	70458	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	178064	270230	181515	37.4%	17	Loudoun County	37.4%	4%	$58,735	46493	37%	4%	$58,735	$66,042	124%	$216	216	66042	$58,735	21590358	8	Northern Virginia	326921		201396				4%	298032	12996	324069	Metro - Counties in metro areas of 1 million population or more	96636	4470	Virginia	191223	2277	107556	303329	303329	326921		181155		5%	5%		9%	23332	27802	33.9%	$56,544.45	16%	11	Area XI	2011	1/1/2011 12:00:00 AM
2011	Prince William	Prince William	84014	38%	74%	32161	1026	13%	45863.68	23480	127170	15656	94336	391439	252007	26034	113398	218194	358310	64%	39%	11%	62914	27%	Northern	Northern	12749	11468	117711	2007	4	17	1	48819	Manassas & Manassas Park	51942	51942					47900	10%		4	31	78401.06	790209640.61	$10,079	$1	0	51153	51153	7501526.6%	2	220080	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	220710	330306	225195	38.8%	25	Prince William County	38.4%	10%	$48,819	36842	38%	10%	$48,819	$48,010	103%	$464	464	48010	$48,819	22755668	8	Northern Virginia	473973		265867				7%	383412	28639	415211	Metro - Counties in metro areas of 1 million population or more	117544	7948	Virginia	202029	6933	135777	391439	391439	419670		235330		6%	7%		14%	45157	53105	33.9%	$56,544.45	16%	11	Area XI	2011	1/1/2011 12:00:00 AM
2011	Prince William	Manassas Park City	1651	51%	68%	1428	45	24%	2959.53	1252	4238	676	2867	13759	8944	819	3996	7551	12435	65%	22%	17%	1175	16%	Northern	Northern	483	615	4331	2007	4	15	1		Prince William County & Manassas	51942	51942					47900	14%		4	31	2873.05	27714669.33	$9,646	$1	0	51685	51685	7501526.6%	2		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	7251	11155	8634	38.8%	25	Manassas Park City	50.7%	14%		26979	51%	14%									8	Northern Virginia			10127				8%	14502	1214	15239	Metro - Counties in metro areas of 1 million population or more	4375	471	Virginia		235	4872	13759	13759	15172		7245		6%	11%		23%	2876	3347	33.9%	$56,544.45	16%	11	Area XI	2011	1/1/2011 12:00:00 AM
2011	Rappahannock Rapidan	Manassas City	5492	40%	66%	2144	306	20%	6626.095	4035	11872	2323	7883	36811	23660	2662	10489	19953	33635	64%	28%	20%	5094	25%	Northern	Northern	1304	1790	10749	2007	4	21	1		Prince William County & Manassas Park	51942	51942					47900	17%		4	31	6800.76	79606513.89	$11,706	$1	0	51683	51683	7501526.6%	2		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	18851	28796	21403	34.2%	27	Manassas City	40.2%	17%		28781	40%	17%									8	Northern Virginia			25410				10%	36293	4035	39030	Metro - Counties in metro areas of 1 million population or more	10882	937	Virginia		830	13087	36811	36811	39131		20040		6%	9%		21%	6559	7496	33.9%	$56,544.45	16%	11	Area XI	2011	1/1/2011 12:00:00 AM
2011	Alexandria	Alexandria City	56604	35%	45%	7389	780	12%	15384.666	7438	64217	14174	28868	136968	101145	12478	23345	91172	127146	74%	62%	8%	22557	24%	Northern	Northern	4128	3614	24533	2007	4	12	1	80436	NA	51510	51510					47900	15%		4	1	11617.82	213180504.05	$18,349	$2	4	51510	51510	7501526.6%	2	63135	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	87496	110401	92505	34.8%	1	Alexandria City	34.8%	15%	$80,436	54892	35%	15%	$80,436	$78,560	169%	$436	436	78560	$80,436	11363753	8	Northern Virginia	144651		104079				8%	128510	11522	142538	Metro - Counties in metro areas of 1 million population or more	24432	1527	Virginia	121060	1731	72059	136968	136968	144651		93835		4%	6%		14%	16582	18109	33.9%	$56,544.45	16%	12	Area XII	2011	1/1/2011 12:00:00 AM
2011	Arlington	Arlington	98276	32%	47%	10221	1143	9%	16466.42	8743	92436	18366	43096	202999	153492	17688	31819	133461	191470	76%	74%	7%	37602	26%	Northern	Northern	5334	3451	34198	2007	4	10	1	97103	NA	51013	51013					47900	10%		4	3	20161.79	373955964.46	$18,548	$2	4	51013	51013	7501526.6%	2	57946	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	140858	173045	141853	32.2%	3	Arlington County	32.2%	10%	$97,103	60223	32%	10%	$97,103	$82,079	204%	$268	268	82079	$97,103	17770473	8	Northern Virginia	216504		159334				7%	193188	15894	213450	Metro - Counties in metro areas of 1 million population or more	33853	1666	Virginia	216050	2059	104100	202999	202999	216504		145335		4%	5%		10%	18477	20143	33.9%	$56,544.45	16%	12	Area XII	2011	1/1/2011 12:00:00 AM
2011	Rappahannock	Spotsylvania	20298	34%	78%	9419	462	3%	3848.154	6567	41282	4220	32204	121508	75776	11549	34183	65769	113181	62%	31%	10%	20132	24%	Northern	Northern	4306	3814	33021	2007	5	19	1	40552	Fredericksburg	51951	51951					47900	12%		4	32	23363.7	217828990.76	$9,323	$1	0	51177	51177	4412436.1%	1	83529	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	64662	95612	64277	34.6%	26	Spotsylvania County	34.2%	12%	$40,552	31352	34%	12%	$40,552	$43,068	85%	$555	555	43068	$40,552	6480747	16	George Washington R.C.	150478		77581				8%	110571	9356	123493	Metro - Counties in metro areas of 1 million population or more	32989	2039	Virginia	73554	2338	45044	121508	121508	124835		83975		7%	6%		14%	12920	14959	33.9%	$56,544.45	16%	13	Area XIII	2011	1/1/2011 12:00:00 AM
2011	Rappahannock	Stafford	25899	34%	79%	9368	529	4%	4731.96	4485	40691	3883	32086	127041	80976	9045	37020	68925	118299	64%	38%	7%	19918	23%	Northern	Northern	4022	2894	36850	2007	5	17	1	52195	NA	51179	51179					47900	8%		4	32	26735.65	263565918.57	$9,858	$1	4	51179	51179	4412436.1%	1	49327	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	70031	104532	65148	34.6%	26	Stafford County	33.9%	8%	$52,195	35568	34%	8%	$52,195	$48,102	110%	$373	373	48102	$52,195	6362251	16	George Washington R.C.	132266		80525				6%	117074	8070	128290	Metro - Counties in metro areas of 1 million population or more	36549	2048	Virginia	54578	2299	43627	127041	127041	132266		85710		6%	6%		11%	10494	12542	33.9%	$56,544.45	16%	13	Area XIII	2011	1/1/2011 12:00:00 AM
2011	Rappahannock	Fredericksburg City	3762	45%	39%	882	132	6%	1396.364	939	9341	3223	3619	24015	16785	2485	4745	11308	22522	70%	33%	8%	4644	26%	Northern	Northern	1046	1183	5177	2007	5	47	3		Spotsylvania County	51951	51951					47900	23%		4	32	3020.81	33853399.49	$11,207	$1	0	51630	51630	4412436.1%	1		Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	12233	17140	13068	34.6%	26	Fredericksburg City	45.4%	23%		27806	45%	23%									16	George Washington R.C.			15631				16%	20879	3681	23144	Metro - Counties in metro areas of 1 million population or more	5247	340	Virginia		1210	10360	24015	24015	25643		18150		8%	6%		18%	3398	3738	33.9%	$56,544.45	16%	13	Area XIII	2011	1/1/2011 12:00:00 AM
2011	Rappahannock	King George	3847	27%	75%	1437	106	1%	172.208	912	8200	702	6133	23321	14571	2288	6462	12765	21526	62%	30%	7%	4328	26%	Northern	Northern	817	627	6448	2007	5	13	1	80137	NA	51099	51099					31370	10%		2	32	4098.53	35585066.39	$8,682	$1	4	51099	51099	4412436.1%	1	12254	Information on Bureau of Economic Analysis Regions and Virginia School Divisions (or why some fields may be empty)	Instructions	12992	19110	11721	34.6%	26	King George County	27.4%	10%	$80,137	34024	27%	10%	$80,137	$45,927	169%	$505	505	45927	$80,137	1115391	16	George Washington R.C.	24286		14795				7%	21232	1645	23786	Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area	6437	319	Virginia	13661	322	9382	23321	23321	24286		16705		7%	5%		10%	1803	2122	33.9%	$56,544.45	16%	13	Area XIII	2011	1/1/2011 12:00:00 AM
